id,symbol,code
"core/src/main/scala/org/ensime/core/Analyzer.scala:203:3","_root_.akka.event.LoggingReceive.withLabel(Ljava/lang/String;Lscala/PartialFunction;Lakka/actor/ActorContext;)Lscala/PartialFunction;.","withLabel('ready'){\ncaseRestartScalaCompilerReq(id,strategy)=>\nrestartCompiler(strategy)\ncaseSuspendAnalyzer=>\nloadedFiles=scalaCompiler.loadedFiles//rememberthestate\nscalaCompiler.askShutdown()\ncontext.become(suspended)\ncaseUnloadAllReq=>\nrestartCompiler(ReloadStrategy.UnloadAll)\nsender!VoidResponse\ncaseTypecheckModule(id)=>\nrestartCompiler(ReloadStrategy.LoadProject)\nsender!VoidResponse\ncasereq:RpcAnalyserRequest=>\n//fommil:I'mnotentirelysureaboutthelogicof\n//enabling/disablingthereportersoIamreluctanttorefactor\n//this,butitwouldperhapsbesimplerifweenablethe\n//reporterwhenthepresentationcompilerisloaded,andonly\n//disableitwhenweexplicitlywantittobequiet,insteadof\n//enablingoneveryincomingmessage.\nreporter.enable()\ncountdown.cancel()\ncountdown=setCountdown()\nallTheThings(req)\n}"
"core/src/main/scala/org/ensime/core/Analyzer.scala:250:77","_root_.org.ensime.api.EnsimeServerError.","EnsimeServerError(s'Filedoesnotexist:${file.file}')"
"core/src/main/scala/org/ensime/util/FileUtil.scala:70:77","_root_.scala.collection.immutable.SortedMap.","scala.collection.immutable.SortedMap(changes.groupBy(_.file).toSeq:_*)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:364:15","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.insertV[UsageLocation](\nUsageLocation(v.toDomain.source,ref.line)\n)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:426:5","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{implicitg=>\nRichGraph.findUsageLocations[String](fqn).map(_.toDomain).distinct\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:420:66","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.classHierarchy(Ljava/lang/Object;Lorg/ensime/indexer/graph/Hierarchy/Direction;Lscala/Option;Lscala/math/Ordering;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lscala/Option;.","RichGraph.classHierarchy[String](fqn,hierarchyType,levels)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:425:47","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.findUsageLocations(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lscala/collection/Seq;.","RichGraph.findUsageLocations[String](fqn)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:230:3","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{implicitg=>\nRichGraph.allV[FileCheck]\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:431:3","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{\nimplicitg=>\nRichGraph.findUsages[String](fqn).map(_.toDomain)\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:279:55","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertE(Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/EdgeT;Lcom/tinkerpop/blueprints/Graph;Lshapeless/Typeable;Lorg/ensime/util/stringymap/api/BigDataFormat;)V.","RichGraph.insertE(classV,fileV,DefinedIn)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:381:74","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertE(Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/EdgeT;Lcom/tinkerpop/blueprints/Graph;Lshapeless/Typeable;Lorg/ensime/util/stringymap/api/BigDataFormat;)V.","RichGraph.insertE(innerClassV,_,EnclosingClass)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:421:5","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{implicitg=>\nRichGraph.classHierarchy[String](fqn,hierarchyType,levels)\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:332:53","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.upsertV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.upsertV[Field,String](field)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:346:60","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertE(Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/EdgeT;Lcom/tinkerpop/blueprints/Graph;Lshapeless/Typeable;Lorg/ensime/util/stringymap/api/BigDataFormat;)V.","RichGraph.insertE(fieldV,owner,EnclosingClass)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:355:75","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertIfNotExists(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.insertIfNotExists[Field,String](f)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:412:64","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.readUniqueV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lscala/Option;.","RichGraph.readUniqueV[FqnSymbol,String](fqn.fqn)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:305:79","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertIfNotExists(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.insertIfNotExists[ClassDef,String](cdef)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:354:76","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertIfNotExists(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.insertIfNotExists[Method,String](m)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:445:7","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.findV(Ljava/lang/String;Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;)Lscala/collection/Seq;.","RichGraph.findV[ClassDef]('source'){c=>\nc.jdi==Some(jdi)\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:345:53","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.upsertV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.upsertV[Field,String](field)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:211:67","_root_.org.ensime.indexer.orientdb.syntax.package.RichOrientGraph#createVertexFrom(Lscala/Option;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/SchemaFormat;)Lcom/orientechnologies/orient/core/metadata/schema/OClass;.","g.createVertexFrom[ClassDef](superClass=Some(fqnSymbolClass))"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:238:5","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{implicitg=>\nRichGraph.readUniqueV[FileCheck,String](f.uriString)match{\ncaseNone=>true\ncaseSome(v)=>v.toDomain.changed\n}\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:388:3","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{\nimplicitg=>\nvalchecks=mutable.Map.empty[String,VertexT[FileCheck]]\nvalclasses=mutable.Map.empty[String,VertexT[ClassDef]]\n\ng.begin()\nsymbols.foreach{s=>\nvalscalaName=s.scalapSymbol.map(_.scalaName)\nvaltypeSignature=s.scalapSymbol.map(_.typeSignature)\nvaldeclAs=s.scalapSymbol.map(_.declaredAs)\nvalvertex=smatch{\ncaseEmptySourceSymbolInfo(fileCheck)=>\nif(!checks.contains(fileCheck.filename)){\nRichGraph.upsertV[FileCheck,String](fileCheck)\n}\nNone\n\ncaseClassSymbolInfo(fileCheck,\npath,\nsource,\nrefs,\nbs,\nscalap,\njdi)=>\nvalclassDef=ClassDef(bs.fqn,\nfileCheck.filename,\npath,\nsource,\nbs.source.line,\nbs.access,\nscalaName,\ndeclAs,\njdi)\n\nvalfileV=\nchecks.getOrElse(fileCheck.filename,\nRichGraph.upsertV[FileCheck,String](fileCheck))\nvalclassV=RichGraph.upsertV[ClassDef,String](classDef)\nclasses+=(bs.fqn->classV)\nRichGraph.insertE(classV,fileV,DefinedIn)\nvalsuperClass=bs.superClass.map(\nname=>\nClassDef(name.fqnString,\nnull,\nnull,\nNone,\nNone,\nnull,\nNone,\nNone,\nNone)\n)\nvalinterfaces=bs.interfaces.map(\nname=>\nClassDef(name.fqnString,\nnull,\nnull,\nNone,\nNone,\nnull,\nNone,\nNone,\nNone)\n)\n(superClass.toList:::interfaces).foreach{cdef=>\nvalparentV=RichGraph.insertIfNotExists[ClassDef,String](cdef)\nRichGraph.insertE(classV,parentV,IsParent)\n}\nSome(classV)\n\ncaseMethodSymbolInfo(_,source,refs,bs,scalap)=>\nvalowner=classes(bs.name.owner.fqnString)\nvalmethod=\nMethod(s.fqn,\nbs.line,\nsource,\nbs.access,\n(scalaName++typeSignature).reduceOption(_+_))\nvalmethodV:VertexT[FqnSymbol]=\nRichGraph.upsertV[Method,String](method)\nRichGraph.insertE(methodV,owner,EnclosingClass)\nSome(methodV)\n\ncaseFieldSymbolInfo(_,source,refs,bs,scalap)=>\nvalowner=classes(bs.name.owner.fqnString)\nvalfield=Field(bs.name.fqnString,\nSome(s.fqn),\nNone,\nsource,\nbs.access,\nscalaName)\nvalfieldV:VertexT[FqnSymbol]=\nRichGraph.upsertV[Field,String](field)\nRichGraph.insertE(fieldV,owner,EnclosingClass)\nSome(fieldV)\n\ncaseTypeAliasSymbolInfo(_,source,t)=>\nvalowner=classes(t.owner.fqnString)\nvalfield=Field(s.fqn,\nNone,\nNone,\nsource,\nt.access,\nSome(t.scalaName+t.typeSignature))\nvalfieldV:VertexT[FqnSymbol]=\nRichGraph.upsertV[Field,String](field)\nRichGraph.insertE(fieldV,owner,EnclosingClass)\nSome(fieldV)\n}\ns.internalRefs.foreach{ref=>\nvalsym=FqnSymbol.fromFullyQualifiedReference(ref)\nvalusage:Option[VertexT[FqnSymbol]]=sym.map{\ncasecd:ClassDef=>\nRichGraph.insertIfNotExists[ClassDef,String](cd)\ncasem:Method=>RichGraph.insertIfNotExists[Method,String](m)\ncasef:Field=>RichGraph.insertIfNotExists[Field,String](f)\n}\nfor{\nu<-usage\nv<-vertex\n}yield{\nvalintermediary:VertexT[UsageLocation]=\nRichGraph.insertV[UsageLocation](\nUsageLocation(v.toDomain.source,ref.line)\n)\nRichGraph.insertE(u,intermediary,UsedAt)\nRichGraph.insertE(intermediary,v,UsedIn)\n}\n}\n}\n\nsymbols.collect{\ncasec:ClassSymbolInfo=>\nc.bytecodeSymbol.innerClasses.foreach{inner=>\nfor{\ninnerClassV:VertexT[FqnSymbol]<-classes.get(inner.fqnString)\nouterClassV<-classes.get(c.fqn)\n}yield{\nRichGraph.insertE(innerClassV,outerClassV,EnclosingClass)\nclasses\n.get(s'${c.fqn}$$')\n.foreach(RichGraph.insertE(innerClassV,_,EnclosingClass))\n}\n}\n}\ng.commit()\n\nsymbols.size\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:220:54","_root_.org.ensime.indexer.orientdb.syntax.package.RichOrientGraph#createIndexOn(Lorg/ensime/indexer/orientdb/api/IndexT;Lorg/ensime/indexer/orientdb/api/Indexable;Lshapeless/Typeable;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;)Lorg/ensime/indexer/orientdb/syntax/RichOrientGraph;.","g.createIndexOn[Vertex,FqnSymbol,String](Unique)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:395:48","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.removeV(Lscala/collection/Seq;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;Lorg/ensime/util/stringymap/api/BigDataFormat;)I.","RichGraph.removeV(files.map(FileCheck(_)))"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:277:70","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.upsertV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.upsertV[ClassDef,String](classDef)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:234:59","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.readUniqueV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lscala/Option;.","RichGraph.readUniqueV[FileCheck,String](f.uriString)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:438:7","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.findV(Ljava/lang/String;Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;)Lscala/collection/Seq;.","RichGraph.findV[ClassDef]('jdi'){c=>\nc.source==uri\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:446:3","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{\nimplicitg=>\nRichGraph.findV[ClassDef]('source'){c=>\nc.jdi==Some(jdi)\n}\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:320:61","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertE(Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/EdgeT;Lcom/tinkerpop/blueprints/Graph;Lshapeless/Typeable;Lorg/ensime/util/stringymap/api/BigDataFormat;)V.","RichGraph.insertE(methodV,owner,EnclosingClass)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:430:39","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.findUsages(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lscala/collection/Seq;.","RichGraph.findUsages[String](fqn)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:403:51","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.readUniqueV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lscala/Option;.","RichGraph.readUniqueV[FqnSymbol,String](fqn)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:439:3","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{\nimplicitg=>\nvaluri=Some(source.uriString)\nRichGraph.findV[ClassDef]('jdi'){c=>\nc.source==uri\n}\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:366:54","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertE(Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/EdgeT;Lcom/tinkerpop/blueprints/Graph;Lshapeless/Typeable;Lorg/ensime/util/stringymap/api/BigDataFormat;)V.","RichGraph.insertE(intermediary,v,UsedIn)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:404:3","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{\nimplicitg=>\nRichGraph.readUniqueV[FqnSymbol,String](fqn).map(_.toDomain)\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:253:61","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.upsertV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.upsertV[FileCheck,String](fileCheck)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:414:3","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{\nimplicitg=>\nfqns.flatMap(\nfqn=>RichGraph.readUniqueV[FqnSymbol,String](fqn.fqn).map(_.toDomain)\n)\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:213:67","_root_.org.ensime.indexer.orientdb.syntax.package.RichOrientGraph#createVertexFrom(Lscala/Option;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/SchemaFormat;)Lcom/orientechnologies/orient/core/metadata/schema/OClass;.","g.createVertexFrom[Field](superClass=Some(memberSymbolClass))"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:378:73","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertE(Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/EdgeT;Lcom/tinkerpop/blueprints/Graph;Lshapeless/Typeable;Lorg/ensime/util/stringymap/api/BigDataFormat;)V.","RichGraph.insertE(innerClassV,outerClassV,EnclosingClass)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:365:54","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertE(Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/EdgeT;Lcom/tinkerpop/blueprints/Graph;Lshapeless/Typeable;Lorg/ensime/util/stringymap/api/BigDataFormat;)V.","RichGraph.insertE(u,intermediary,UsedAt)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:221:54","_root_.org.ensime.indexer.orientdb.syntax.package.RichOrientGraph#createIndexOn(Lorg/ensime/indexer/orientdb/api/IndexT;Lorg/ensime/indexer/orientdb/api/Indexable;Lshapeless/Typeable;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;)Lorg/ensime/indexer/orientdb/syntax/RichOrientGraph;.","g.createIndexOn[Vertex,FileCheck,String](Unique)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:396:3","_root_.org.ensime.indexer.orientdb.syntax.package.withGraphAsync(Lscala/Function1;Lcom/tinkerpop/blueprints/impls/orient/OrientGraphFactory;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","withGraphAsync{\nimplicitg=>\nRichGraph.removeV(files.map(FileCheck(_)))\n}"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:306:58","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertE(Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/EdgeT;Lcom/tinkerpop/blueprints/Graph;Lshapeless/Typeable;Lorg/ensime/util/stringymap/api/BigDataFormat;)V.","RichGraph.insertE(classV,parentV,IsParent)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:212:68","_root_.org.ensime.indexer.orientdb.syntax.package.RichOrientGraph#createVertexFrom(Lscala/Option;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/SchemaFormat;)Lcom/orientechnologies/orient/core/metadata/schema/OClass;.","g.createVertexFrom[Method](superClass=Some(memberSymbolClass))"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:276:78","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.upsertV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.upsertV[FileCheck,String](fileCheck)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:333:60","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertE(Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/VertexT;Lorg/ensime/indexer/orientdb/api/EdgeT;Lcom/tinkerpop/blueprints/Graph;Lshapeless/Typeable;Lorg/ensime/util/stringymap/api/BigDataFormat;)V.","RichGraph.insertE(fieldV,owner,EnclosingClass)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:353:63","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.insertIfNotExists(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.insertIfNotExists[ClassDef,String](cd)"
"core/src/main/scala/org/ensime/indexer/graph/GraphService.scala:319:55","_root_.org.ensime.indexer.orientdb.syntax.package.RichGraph.upsertV(Ljava/lang/Object;Lcom/tinkerpop/blueprints/impls/orient/OrientBaseGraph;Lorg/ensime/util/stringymap/api/BigDataFormat;Lorg/ensime/indexer/orientdb/schema/api/OrientIdFormat;Lorg/ensime/util/stringymap/api/SPrimitive;)Lorg/ensime/indexer/orientdb/api/VertexT;.","RichGraph.upsertV[Method,String](method)"
"core/src/main/scala/org/ensime/core/Completion.scala:447:18","_root_.scala.concurrent.Future#map(Lscala/Function1;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","askRes.map{\ncases:SymbolSearchResults=>\ns.syms.map{s=>\nCompletionInfo(\nNone,\ns.localName,\n40,\nNone\n)\n}\ncaseunknown=>\nthrownewIllegalStateException(\n'Unexpectedresponsetypefromrequest:'+unknown\n)\n}.map(Some(_))"
"core/src/main/scala/org/ensime/core/Completion.scala:447:5","_root_.scala.concurrent.Future#map(Lscala/Function1;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","askRes.map{\ncases:SymbolSearchResults=>\ns.syms.map{s=>\nCompletionInfo(\nNone,\ns.localName,\n40,\nNone\n)\n}\ncaseunknown=>\nthrownewIllegalStateException(\n'Unexpectedresponsetypefromrequest:'+unknown\n)\n}"
"core/src/main/scala/org/ensime/core/Completion.scala:447:45","_root_.scala.concurrent.Future#recover(Lscala/PartialFunction;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","askRes.map{\ncases:SymbolSearchResults=>\ns.syms.map{s=>\nCompletionInfo(\nNone,\ns.localName,\n40,\nNone\n)\n}\ncaseunknown=>\nthrownewIllegalStateException(\n'Unexpectedresponsetypefromrequest:'+unknown\n)\n}.map(Some(_)).recover{case_=>None}"
"core/src/test/scala/org/ensime/core/BroadcasterSpec.scala:50:31","_root_.org.ensime.core.Broadcaster.Persist.","Persist(ping)"
"core/src/test/scala/org/ensime/core/AnalyzerManagerSpec.scala:27:13","_root_.org.ensime.api.EnsimeServerError.","EnsimeServerError(\ns'file(s):${missingFilePaths}donotexist'\n)"
"core/src/test/scala/org/ensime/core/AnalyzerManagerSpec.scala:72:77","_root_.org.ensime.api.TypecheckFilesReq.","TypecheckFilesReq(List(Left(file1),Left(file2)))"
"core/src/main/scala/org/ensime/core/javac/JavaSymbolAtPoint.scala:66:51","_root_.java.lang.String#split(Ljava/lang/String;)[Ljava/lang/String;.","_.toString.split('\\.')"
