id,symbol,code
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:115:51","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Map[String,String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:87:50","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.IndexedSeq[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:33:58","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.IndexedSeq[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:18:59","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.Traversable[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:131:45","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Vector(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:172:5","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(\n-100.0to100.0by1.5,\nSexpData(\nSexpSymbol(':start')->SexpNumber(-100),\nSexpSymbol(':end')->SexpNumber(100),\nSexpSymbol(':step')->SexpNumber(1.5),\nSexpSymbol(':inclusive')->SexpSymbol('t')\n)\n)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:102:49","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.SortedSet[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:182:5","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(\n-100.0until100.0by1.5,\nSexpData(\nSexpSymbol(':start')->SexpNumber(-100),\nSexpSymbol(':end')->SexpNumber(100),\nSexpSymbol(':step')->SexpNumber(1.5),\nSexpSymbol(':inclusive')->SexpNil\n)\n)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:38:57","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.LinearSeq[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:61:59","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.Map[String,String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:83:42","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Seq(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:24:55","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.Iterable(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:92:49","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.LinearSeq[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:82:43","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Seq[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:121:76","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.SortedMap('foo'->'foo'),SexpList(SexpList(foo,foo)))"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:28:51","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.Seq[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:49:63","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.SortedSet(foos:_*),SexpList(foo))"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:103:55","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.SortedSet(foos:_*),SexpList(foo))"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:88:49","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.IndexedSeq(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:97:43","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Set[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:98:49","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Set(foos:_*),SexpList(foo))"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:34:57","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.IndexedSeq(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:77:48","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Iterable[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:120:57","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.SortedMap[String,String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:23:56","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.Iterable[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:72:51","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Traversable[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:116:70","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Map('foo'->'foo'),SexpList(SexpList(foo,foo)))"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:29:50","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.Seq(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:39:56","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.LinearSeq(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:43:51","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.Set[String](),SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:73:50","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.Traversable(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:44:57","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.Set(foos:_*),SexpList(foo))"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:19:58","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(collection.Traversable(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/CollectionFormatsSpec.scala:93:48","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(im.LinearSeq(foos:_*),expect)"
"s-express/src/test/scala/org/ensime/sexp/formats/SexpFormatsSpec.scala:11:63","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(sexp,sexp)"
"s-express/src/test/scala/org/ensime/sexp/formats/StandardFormatsSpec.scala:19:47","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(None:Option[String],SexpNil)"
"s-express/src/test/scala/org/ensime/sexp/formats/StandardFormatsSpec.scala:18:69","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(some:Option[String],SexpList(SexpString('thing')))"
"s-express/src/test/scala/org/ensime/sexp/formats/StandardFormatsSpec.scala:28:5","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(\nleft:Either[Int,String],\nSexpNumber(13)\n)"
"s-express/src/test/scala/org/ensime/sexp/formats/StandardFormatsSpec.scala:37:49","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(uuid,SexpString(uuid.toString))"
"s-express/src/test/scala/org/ensime/sexp/formats/StandardFormatsSpec.scala:32:5","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(\nright:Either[Int,String],\nSexpString('thirteen')\n)"
"s-express/src/test/scala/org/ensime/sexp/formats/StandardFormatsSpec.scala:56:41","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(file,SexpString('foo'))"
"s-express/src/test/scala/org/ensime/sexp/formats/StandardFormatsSpec.scala:51:41","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(url,SexpString(github))"
"s-express/src/test/scala/org/ensime/sexp/formats/StandardFormatsSpec.scala:61:63","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(date,SexpString('2014-10-26T12:28:13+00:00'))"
"s-express/src/test/scala/org/ensime/sexp/formats/StandardFormatsSpec.scala:64:63","_root_.org.ensime.sexp.formats.FormatSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(unix,SexpString('1970-01-01T00:00:00+00:00'))"
"s-express/src/test/scala/org/ensime/sexp/formats/SexpFormatUtilsSpec.scala:55:80","_root_.org.scalactic.TripleEqualsSupport#`===`(Ljava/lang/Object;)Lorg/scalactic/TripleEqualsSupport/TripleEqualsInvocation;.","===(SexpString('foo'))"
"s-express/src/test/scala/org/ensime/sexp/formats/SexpFormatUtilsSpec.scala:43:52","_root_.org.scalactic.TripleEqualsSupport#`===`(Ljava/lang/Object;)Lorg/scalactic/TripleEqualsSupport/TripleEqualsInvocation;.","===(foo)"
"s-express/src/test/scala/org/ensime/sexp/formats/SexpFormatUtilsSpec.scala:70:65","_root_.org.scalactic.TripleEqualsSupport#`===`(Ljava/lang/Object;)Lorg/scalactic/TripleEqualsSupport/TripleEqualsInvocation;.","===(Success(foo))"
"s-express/src/test/scala/org/ensime/sexp/formats/SexpFormatUtilsSpec.scala:44:37","_root_.org.scalactic.TripleEqualsSupport#`===`(Ljava/lang/Object;)Lorg/scalactic/TripleEqualsSupport/TripleEqualsInvocation;.","===(foo)"
"s-express/src/test/scala/org/ensime/sexp/formats/SexpFormatUtilsSpec.scala:57:65","_root_.org.scalactic.TripleEqualsSupport#`===`(Ljava/lang/Object;)Lorg/scalactic/TripleEqualsSupport/TripleEqualsInvocation;.","===(SexpString('foo'))"
"s-express/src/test/scala/org/ensime/sexp/formats/SexpFormatUtilsSpec.scala:28:53","_root_.org.scalactic.TripleEqualsSupport#`===`(Ljava/lang/Object;)Lorg/scalactic/TripleEqualsSupport/TripleEqualsInvocation;.","===(foo)"
"s-express/src/test/scala/org/ensime/sexp/formats/SexpFormatUtilsSpec.scala:18:38","_root_.org.scalactic.TripleEqualsSupport#`===`(Ljava/lang/Object;)Lorg/scalactic/TripleEqualsSupport/TripleEqualsInvocation;.","===(foo)"
"util/src/test/scala/org/ensime/util/EnsimeFileSpec.scala:37:46","_root_.org.ensime.util.ensimefile.package.EnsimeFile(Ljava/io/File;)Lorg/ensime/api/EnsimeFile;.","EnsimeFile(newFile('/foo/bar/baz.scala'))"
"util/src/main/scala/org/ensime/util/fileobject.scala:35:49","_root_.org.ensime.util.ensimefile.package.EnsimeFile(Ljava/lang/String;)Lorg/ensime/api/EnsimeFile;.","EnsimeFile(fn.getURI)"
"util/src/test/scala/org/ensime/util/EnumsSpec.scala:23:45","_root_.org.ensime.util.EnumsSpec#marshall(Lscala/collection/immutable/Map;Lorg/ensime/util/enums/AdtToMap;)V.","marshall[AllSingletons](allSingletonsMap)"
"util/src/test/scala/org/ensime/util/EnumsSpec.scala:33:29","_root_.org.ensime.util.EnumsSpec#marshall(Lscala/collection/immutable/Map;Lorg/ensime/util/enums/AdtToMap;)V.","marshall[Enums](enumsMap)"
"util/src/test/scala/org/ensime/util/FileSpec.scala:95:32","_root_.org.ensime.util.file.package.RichFile#writeString(Ljava/lang/String;Ljava/nio/charset/Charset;)V.","file.writeString('abc\ndef')"
"util/src/test/scala/org/ensime/util/FileSpec.scala:89:24","_root_.org.ensime.util.file.package.RichFile#writeLines(Lscala/collection/immutable/List;Ljava/nio/charset/Charset;)V.","file.writeLines(abc)"
"protocol-swanky/src/test/scala/org/ensime/swanky/SwankyFormatsSpec.scala:33:61","_root_.org.ensime.swanky.SwankyFormatsSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(enveloped,s'''(:payload$via)'''.parseSexp)"
"protocol-swanky/src/test/scala/org/ensime/swanky/SwankyFormatsSpec.scala:27:69","_root_.org.ensime.swanky.SwankyFormatsSpec#assertFormat(Ljava/lang/Object;Lorg/ensime/sexp/Sexp;Lorg/ensime/sexp/SexpFormat;Lorg/scalactic/source/Position;)V.","assertFormat(enveloped,s'''(:req$via:call-id-1)'''.parseSexp)"
"protocol-jerky/src/test/scala/org/ensime/jerky/JerkyFormatsSpec.scala:45:49","_root_.org.ensime.jerky.SprayJsonTestSupport#roundtrip(Ljava/lang/Object;Ljava/lang/String;Lspray/json/JsonFormat;)V.","roundtrip(enveloped,s'''{'payload':$via}''')"
"protocol-jerky/src/test/scala/org/ensime/jerky/JerkyFormatsSpec.scala:21:5","_root_.org.ensime.jerky.SprayJsonTestSupport#roundtrip(Ljava/lang/Object;Ljava/lang/String;Lspray/json/JsonFormat;)V.","roundtrip(\nRpcRequestEnvelope(ConnectionInfoReq,13),\n'''{'callId':13,'req':{'typehint':'ConnectionInfoReq'}}'''\n)"
"protocol-jerky/src/test/scala/org/ensime/jerky/JerkyFormatsSpec.scala:28:5","_root_.org.ensime.jerky.SprayJsonTestSupport#roundtrip(Ljava/lang/Object;Ljava/lang/String;Lspray/json/JsonFormat;)V.","roundtrip(\nRpcResponseEnvelope(Some(13),sourcePos3),\n'''{'callId':13,'payload':{'typehint':'EmptySourcePosition'}}'''\n)"
"protocol-jerky/src/test/scala/org/ensime/jerky/JerkyFormatsSpec.scala:40:58","_root_.org.ensime.jerky.SprayJsonTestSupport#roundtrip(Ljava/lang/Object;Ljava/lang/String;Lspray/json/JsonFormat;)V.","roundtrip(enveloped,s'''{'req':$via,'callId':-1}''')"
"protocol-jerky/src/test/scala/org/ensime/jerky/JerkyFormatsSpec.scala:35:5","_root_.org.ensime.jerky.SprayJsonTestSupport#roundtrip(Ljava/lang/Object;Ljava/lang/String;Lspray/json/JsonFormat;)V.","roundtrip(\nRpcResponseEnvelope(None,SendBackgroundMessageEvent('ABCDEF',1)),\n'''{'payload':{'typehint':'SendBackgroundMessageEvent','detail':'ABCDEF','code':1}}'''\n)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:291:7","_root_.org.ensime.core.Analyzer#withExisting(Lorg/ensime/api/SourceFileInfo;Lscala/Function0;)Lorg/ensime/api/RpcResponse;.","withExisting(fileInfo){\nvalsourceFile=createSourceFile(fileInfo)\nStructureView(scalaCompiler.askStructure(sourceFile))\n}"
"core/src/main/scala/org/ensime/core/Analyzer.scala:249:69","_root_.scala.Option#getOrElse(Lscala/Function0;)Ljava/lang/Object;.","scalaCompiler.askTypeFqn(p).getOrElse(FalseResponse)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:107:58","_root_.org.ensime.api.SendBackgroundMessageEvent.","SendBackgroundMessageEvent(str,101)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:118:5","_root_.org.ensime.api.SendBackgroundMessageEvent.","SendBackgroundMessageEvent(\n'InitializingAnalyzer.Pleasewait...'\n)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:218:75","_root_.org.ensime.api.UnloadFilesReq.","UnloadFilesReq(List(toSourceFileInfo(Left(file))),true)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:214:3","_root_.akka.event.LoggingReceive.withLabel(Ljava/lang/String;Lscala/PartialFunction;Lakka/actor/ActorContext;)Lscala/PartialFunction;.","withLabel('suspended'){\ncasereq:RpcAnalyserRequest=>\nstash()\nscalaCompiler=makeScalaCompiler()\nif(loadedFiles.nonEmpty)\nscalaCompiler.askReloadFiles(loadedFiles)\nscalaCompiler.askNotifyWhenReady()\ncontext.become(startup)\nunstashAll()\n}"
"core/src/main/scala/org/ensime/core/Analyzer.scala:111:63","_root_.org.ensime.api.NewScalaNotesEvent.","NewScalaNotesEvent(isFull=false,notes)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:260:56","_root_.org.ensime.core.RichCompilerControl#askDocSignatureAtPoint(Lscala/reflect/internal/util/Position;)Lscala/Option;.","scalaCompiler.askDocSignatureAtPoint(p)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:231:38","_root_.akka.pattern.PipeToSupport#pipe(Lscala/concurrent/Future;Lscala/concurrent/ExecutionContext;)Lakka/pattern/PipeToSupport/PipeableFuture;.","pipe(handleRefactorRequest(req))"
"core/src/main/scala/org/ensime/core/Analyzer.scala:229:7","_root_.org.ensime.core.RichCompilerControl#handleReloadFiles(Lscala/collection/immutable/Set;)Lorg/ensime/api/RpcResponse;.","scalaCompiler.handleReloadFiles(\nfiles.map(toSourceFileInfo)(breakOut)\n)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:276:7","_root_.org.ensime.core.Analyzer#withExisting(Lorg/ensime/api/SourceFileInfo;Lscala/Function0;)Lorg/ensime/api/RpcResponse;.","withExisting(f){\nvalsf=createSourceFile(f)\nvalclampedEnd=math.max(end,start)\nvalpos=newRangePosition(sf,start,start,clampedEnd)\nscalaCompiler.askLoadedTyped(pos.source)\nscalaCompiler.askSymbolDesignationsInRegion(pos,tpes)\n}"
"core/src/main/scala/org/ensime/core/Analyzer.scala:256:7","_root_.org.ensime.core.Analyzer#withExisting(Lorg/ensime/api/SourceFileInfo;Lscala/Function0;)Lorg/ensime/api/RpcResponse;.","withExisting(file){\nvalp=pos(file,point)\nscalaCompiler.askLoadedTyped(p.source)\nscalaCompiler.askSymbolInfoAt(p).getOrElse(FalseResponse)\n}"
"core/src/main/scala/org/ensime/core/Analyzer.scala:220:54","_root_.org.ensime.api.UnloadFilesReq.","UnloadFilesReq(List(source),false)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:128:5","_root_.akka.actor.Scheduler#scheduleOnce(Lscala/concurrent/duration/FiniteDuration;Lakka/actor/ActorRef;Ljava/lang/Object;Lscala/concurrent/ExecutionContext;Lakka/actor/ActorRef;)Lakka/actor/Cancellable;.","context.system.scheduler.scheduleOnce(\ndelay=5minutes,\nreceiver=self,\nmessage=SuspendAnalyzer\n)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:244:77","_root_.org.ensime.api.EnsimeServerError.","EnsimeServerError(s'Filedoesnotexist:${file.file}')"
"core/src/main/scala/org/ensime/core/Analyzer.scala:231:37","_root_.org.ensime.core.RefactoringHandler#handleRefactorRequest(Lorg/ensime/api/RefactorReq;Lscala/concurrent/ExecutionContext;)Lscala/concurrent/Future;.","handleRefactorRequest(req)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:243:71","_root_.scala.Option#getOrElse(Lscala/Function0;)Ljava/lang/Object;.","scalaCompiler.askSymbolFqn(p).getOrElse(FalseResponse)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:282:7","_root_.org.ensime.core.Analyzer#withExisting(Lorg/ensime/api/SourceFileInfo;Lscala/Function0;)Lorg/ensime/api/RpcResponse;.","withExisting(file){\nvalp=pos(file,range)\nscalaCompiler.askLoadedTyped(p.source)\nscalaCompiler.askImplicitInfoInRegion(p)\n}"
"core/src/main/scala/org/ensime/core/Analyzer.scala:225:59","_root_.org.ensime.api.TypecheckFilesReq.","TypecheckFilesReq(List(Right(fileInfo)))"
"core/src/main/scala/org/ensime/core/Analyzer.scala:286:76","_root_.org.ensime.api.FileRange.","FileRange(file.getPath,enclosingPos.start,enclosingPos.end)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:177:3","_root_.akka.event.LoggingReceive.withLabel(Ljava/lang/String;Lscala/PartialFunction;Lakka/actor/ActorContext;)Lscala/PartialFunction;.","withLabel('startup'){\ncaseFullTypeCheckCompleteEvent=>\nreporter.enable()\ncontext.become(ready)\nunstashAll()\ncaseother=>\nstash()\n}"
"core/src/main/scala/org/ensime/core/Analyzer.scala:268:53","_root_.org.ensime.api.SymbolDesignations.","SymbolDesignations(f.file,List.empty)"
"core/src/main/scala/org/ensime/core/Analyzer.scala:238:7","<unknownfun:withExistingAsync>","withExistingAsync(fileInfo){\nreporter.disable()\nscalaCompiler.askCompletionsAt(pos(fileInfo,point),\nmaxResults,\ncaseSens)\n}"
"core/src/main/scala/org/ensime/core/Analyzer.scala:266:7","_root_.org.ensime.core.Analyzer#withExisting(Lorg/ensime/api/SourceFileInfo;Lscala/Function0;)Lorg/ensime/api/RpcResponse;.","withExisting(file){\nvalp=pos(file,range)\nscalaCompiler.askLoadedTyped(p.source)\nscalaCompiler.askTypeInfoAt(p).getOrElse(FalseResponse)\n}"
